m,TagName,
"2012-10-01 00:00:00","perl","686"
"2012-10-01 00:00:00","r","1266"
"2012-10-01 00:00:00","ruby","2261"
"2012-11-01 00:00:00","java","13618"
"2012-11-01 00:00:00","assembly","303"
"2012-11-01 00:00:00","c++","6272"
"2012-11-01 00:00:00","c#","12237"
"2012-11-01 00:00:00","c","3197"
"2012-11-01 00:00:00","delphi","444"
"2012-11-01 00:00:00","javascript","12353"
"2012-11-01 00:00:00","go","104"
"2012-11-01 00:00:00","r","1345"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","ruby","2131"
"2012-11-01 00:00:00","php","11799"
"2012-11-01 00:00:00","python","6390"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","java","12430"
"2012-12-01 00:00:00","delphi","429"
"2012-12-01 00:00:00","assembly","264"
"2012-12-01 00:00:00","c#","10956"
"2012-12-01 00:00:00","c","2566"
"2012-12-01 00:00:00","python","5755"
"2012-12-01 00:00:00","go","113"
"2012-12-01 00:00:00","c++","5685"
"2012-12-01 00:00:00","javascript","11744"
"2012-12-01 00:00:00","ruby","1905"
"2012-12-01 00:00:00","php","11087"
"2012-12-01 00:00:00","swift","3"
"2012-12-01 00:00:00","perl","551"
"2012-12-01 00:00:00","r","1215"
"2013-01-01 00:00:00","java","13722"
"2013-01-01 00:00:00","c#","12765"
"2013-01-01 00:00:00","c","2907"
"2013-01-01 00:00:00","c++","6041"
"2013-01-01 00:00:00","assembly","294"
"2013-01-01 00:00:00","delphi","482"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","python","6569"
"2013-01-01 00:00:00","perl","661"
"2013-01-01 00:00:00","javascript","13797"
"2013-01-01 00:00:00","r","1509"
"2013-01-01 00:00:00","swift","5"
"2013-01-01 00:00:00","php","12889"
"2013-01-01 00:00:00","ruby","2307"
"2013-02-01 00:00:00","php","12574"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c#","12490"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","c++","6067"
"2013-02-01 00:00:00","delphi","449"
"2013-02-01 00:00:00","python","6726"
"2013-02-01 00:00:00","c","3094"
"2013-02-01 00:00:00","javascript","13627"
"2013-02-01 00:00:00","perl","748"
"2013-02-01 00:00:00","ruby","2222"
"2013-02-01 00:00:00","java","13707"
"2013-02-01 00:00:00","swift","6"
"2013-02-01 00:00:00","r","1659"
"2013-03-01 00:00:00","delphi","523"
"2013-03-01 00:00:00","assembly","365"
"2013-03-01 00:00:00","go","127"
"2013-03-01 00:00:00","java","15919"
"2013-03-01 00:00:00","c#","14235"
"2013-03-01 00:00:00","c","3442"
"2013-03-01 00:00:00","ruby","2560"
"2013-03-01 00:00:00","c++","7185"
"2013-03-01 00:00:00","php","14155"
"2013-03-01 00:00:00","perl","853"
"2013-03-01 00:00:00","swift","5"
"2013-03-01 00:00:00","javascript","15304"
"2013-03-01 00:00:00","python","7620"
"2013-03-01 00:00:00","r","1849"
"2013-04-01 00:00:00","c#","13891"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","python","7929"
"2013-04-01 00:00:00","c++","7132"
"2013-04-01 00:00:00","java","16243"
"2013-04-01 00:00:00","assembly","331"
"2013-04-01 00:00:00","c","3530"
"2013-04-01 00:00:00","perl","839"
"2013-04-01 00:00:00","javascript","15334"
"2013-04-01 00:00:00","delphi","511"
"2013-04-01 00:00:00","ruby","2464"
"2013-04-01 00:00:00","r","1839"
"2013-04-01 00:00:00","swift","6"
"2013-04-01 00:00:00","php","13444"
"2013-05-01 00:00:00","javascript","15061"
"2013-05-01 00:00:00","java","15298"
"2013-05-01 00:00:00","c#","13483"
"2013-05-01 00:00:00","c","3196"
"2013-05-01 00:00:00","php","13150"
"2013-05-01 00:00:00","assembly","301"
"2013-05-01 00:00:00","c++","6844"
"2013-05-01 00:00:00","go","142"
"2013-05-01 00:00:00","ruby","2344"
"2013-05-01 00:00:00","python","7809"
"2013-05-01 00:00:00","swift","2"
"2013-05-01 00:00:00","delphi","536"
"2013-05-01 00:00:00","perl","905"
"2013-05-01 00:00:00","r","1782"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","java","13955"
"2013-06-01 00:00:00","assembly","298"
"2013-06-01 00:00:00","c#","12801"
"2013-06-01 00:00:00","c","2942"
"2013-06-01 00:00:00","c++","6193"
"2013-06-01 00:00:00","perl","828"
"2013-06-01 00:00:00","python","7603"
"2013-06-01 00:00:00","go","176"
"2013-06-01 00:00:00","javascript","14631"
"2013-06-01 00:00:00","php","12766"
"2013-06-01 00:00:00","ruby","2224"
"2013-06-01 00:00:00","r","1779"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","c++","6579"
"2013-07-01 00:00:00","assembly","297"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","c#","14199"
"2013-07-01 00:00:00","php","14384"
"2013-07-01 00:00:00","delphi","508"
"2013-07-01 00:00:00","c","3025"
"2013-07-01 00:00:00","python","8623"
"2013-07-01 00:00:00","javascript","16844"
"2013-07-01 00:00:00","perl","956"
"2013-07-01 00:00:00","java","15226"
"2013-07-01 00:00:00","ruby","2446"
"2013-07-01 00:00:00","r","1975"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","javascript","16877"
"2013-08-01 00:00:00","assembly","212"
"2013-08-01 00:00:00","c","3010"
"2013-08-01 00:00:00","c#","13871"
"2013-08-01 00:00:00","java","15095"
"2013-08-01 00:00:00","php","14399"
"2013-08-01 00:00:00","c++","6256"
"2013-08-01 00:00:00","delphi","450"
"2013-08-01 00:00:00","perl","838"
"2013-08-01 00:00:00","python","7947"
"2013-08-01 00:00:00","r","1922"
"2013-08-01 00:00:00","go","207"
"2013-08-01 00:00:00","ruby","2485"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","java","16302"
"2013-09-01 00:00:00","delphi","487"
"2013-09-01 00:00:00","assembly","290"
"2013-09-01 00:00:00","php","14320"
"2013-09-01 00:00:00","c++","6567"
"2013-09-01 00:00:00","c#","13778"
"2013-09-01 00:00:00","c","3401"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","javascript","17741"
"2013-09-01 00:00:00","ruby","2394"
"2013-09-01 00:00:00","perl","686"
"2013-09-01 00:00:00","swift","10"
"2013-09-01 00:00:00","python","7972"
"2013-09-01 00:00:00","r","1714"
"2013-10-01 00:00:00","assembly","379"
"2013-10-01 00:00:00","c++","7985"
"2013-10-01 00:00:00","java","18765"
"2013-10-01 00:00:00","c#","15221"
"2013-10-01 00:00:00","delphi","521"
"2013-10-01 00:00:00","javascript","19788"
"2013-10-01 00:00:00","c","4241"
"2013-10-01 00:00:00","go","212"
"2013-10-01 00:00:00","perl","816"
"2013-10-01 00:00:00","ruby","2789"
"2013-10-01 00:00:00","r","2094"
"2013-10-01 00:00:00","swift","9"
"2013-10-01 00:00:00","php","15407"
"2013-10-01 00:00:00","python","9498"
"2013-11-01 00:00:00","java","18806"
"2013-11-01 00:00:00","c#","14613"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","javascript","18549"
"2013-11-01 00:00:00","assembly","419"
"2013-11-01 00:00:00","c++","8149"
"2013-11-01 00:00:00","c","4293"
"2013-11-01 00:00:00","php","14985"
"2013-11-01 00:00:00","python","9504"
"2013-11-01 00:00:00","ruby","2576"
"2013-11-01 00:00:00","perl","823"
"2013-11-01 00:00:00","swift","6"
"2013-11-01 00:00:00","delphi","462"
"2013-11-01 00:00:00","r","2190"
"2013-12-01 00:00:00","assembly","358"
"2013-12-01 00:00:00","delphi","449"
"2013-12-01 00:00:00","c++","7025"
"2013-12-01 00:00:00","c","3502"
"2013-12-01 00:00:00","java","17498"
"2013-12-01 00:00:00","c#","13643"
"2013-12-01 00:00:00","python","8467"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","perl","764"
"2013-12-01 00:00:00","javascript","18066"
"2013-12-01 00:00:00","swift","11"
"2013-12-01 00:00:00","r","1910"
"2013-12-01 00:00:00","ruby","2450"
"2013-12-01 00:00:00","php","14521"
"2014-01-01 00:00:00","php","16887"
"2014-01-01 00:00:00","c#","15352"
"2014-01-01 00:00:00","go","303"
"2014-01-01 00:00:00","assembly","340"
"2014-01-01 00:00:00","c++","7702"
"2014-01-01 00:00:00","python","9847"
"2014-01-01 00:00:00","c","3740"
"2014-01-01 00:00:00","delphi","491"
"2014-01-01 00:00:00","javascript","21160"
"2014-01-01 00:00:00","perl","812"
"2014-01-01 00:00:00","java","18720"
"2014-01-01 00:00:00","ruby","2769"
"2014-01-01 00:00:00","r","2356"
"2014-01-01 00:00:00","swift","5"
"2014-02-01 00:00:00","javascript","21202"
"2014-02-01 00:00:00","assembly","375"
"2014-02-01 00:00:00","c","3975"
"2014-02-01 00:00:00","c#","15133"
"2014-02-01 00:00:00","java","19312"
"2014-02-01 00:00:00","php","16632"
"2014-02-01 00:00:00","c++","7695"
"2014-02-01 00:00:00","delphi","492"
"2014-02-01 00:00:00","perl","796"
"2014-02-01 00:00:00","python","9912"
"2014-02-01 00:00:00","r","2621"
"2014-02-01 00:00:00","go","205"
"2014-02-01 00:00:00","ruby","2611"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","452"
"2014-03-01 00:00:00","c#","16198"
"2014-03-01 00:00:00","python","11431"
"2014-03-01 00:00:00","c++","8677"
"2014-03-01 00:00:00","go","255"
"2014-03-01 00:00:00","java","22006"
"2014-03-01 00:00:00","delphi","441"
"2014-03-01 00:00:00","c","4565"
"2014-03-01 00:00:00","perl","909"
"2014-03-01 00:00:00","javascript","22688"
"2014-03-01 00:00:00","php","18419"
"2014-03-01 00:00:00","ruby","2950"
"2014-03-01 00:00:00","r","2814"
"2014-03-01 00:00:00","swift","4"
"2014-04-01 00:00:00","c","4017"
"2014-04-01 00:00:00","perl","822"
"2014-04-01 00:00:00","c#","15360"
"2014-04-01 00:00:00","delphi","391"
"2014-04-01 00:00:00","java","20946"
"2014-04-01 00:00:00","assembly","365"
"2014-04-01 00:00:00","javascript","21482"
"2014-04-01 00:00:00","go","342"
"2014-04-01 00:00:00","r","2740"
"2014-04-01 00:00:00","php","17798"
"2014-04-01 00:00:00","c++","8145"
"2014-04-01 00:00:00","python","10785"
"2014-04-01 00:00:00","swift","5"
"2014-04-01 00:00:00","ruby","2749"
"2014-05-01 00:00:00","java","18013"
"2014-05-01 00:00:00","delphi","474"
"2014-05-01 00:00:00","c","3270"
"2014-05-01 00:00:00","python","9264"
"2014-05-01 00:00:00","c++","6797"
"2014-05-01 00:00:00","c#","13933"
"2014-05-01 00:00:00","assembly","331"
"2014-05-01 00:00:00","ruby","2681"
"2014-05-01 00:00:00","javascript","19852"
"2014-05-01 00:00:00","go","280"
"2014-05-01 00:00:00","swift","9"
"2014-05-01 00:00:00","perl","797"
"2014-05-01 00:00:00","r","2586"
"2014-05-01 00:00:00","php","14842"
"2014-06-01 00:00:00","java","15956"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","javascript","18339"
"2014-06-01 00:00:00","python","8927"
"2014-06-01 00:00:00","assembly","271"
"2014-06-01 00:00:00","c#","12528"
"2014-06-01 00:00:00","c","2778"
"2014-06-01 00:00:00","c++","5682"
"2014-06-01 00:00:00","perl","679"
"2014-06-01 00:00:00","php","13102"
"2014-06-01 00:00:00","r","2400"
"2014-06-01 00:00:00","ruby","2340"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","swift","2410"
"2014-07-01 00:00:00","javascript","20166"
"2014-07-01 00:00:00","c++","6282"
"2014-07-01 00:00:00","c#","13708"
"2014-07-01 00:00:00","assembly","217"
"2014-07-01 00:00:00","java","17412"
"2014-07-01 00:00:00","c","2838"
"2014-07-01 00:00:00","delphi","446"
"2014-07-01 00:00:00","php","14349"
"2014-07-01 00:00:00","go","454"
"2014-07-01 00:00:00","perl","733"
"2014-07-01 00:00:00","python","9927"
"2014-07-01 00:00:00","r","2639"
"2014-07-01 00:00:00","ruby","2563"
"2014-07-01 00:00:00","swift","1645"
"2014-08-01 00:00:00","delphi","423"
"2014-08-01 00:00:00","java","15763"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c#","12512"
"2014-08-01 00:00:00","c","2679"
"2014-08-01 00:00:00","c++","5886"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","python","9125"
"2014-08-01 00:00:00","javascript","18495"
"2014-08-01 00:00:00","r","2478"
"2014-08-01 00:00:00","php","13260"
"2014-08-01 00:00:00","swift","1702"
"2014-08-01 00:00:00","ruby","2472"
"2014-09-01 00:00:00","c#","12331"
"2014-09-01 00:00:00","assembly","285"
"2014-09-01 00:00:00","c++","6202"
"2014-09-01 00:00:00","python","8786"
"2014-09-01 00:00:00","java","16732"
"2014-09-01 00:00:00","go","392"
"2014-09-01 00:00:00","c","3235"
"2014-09-01 00:00:00","delphi","447"
"2014-09-01 00:00:00","javascript","18153"
"2014-09-01 00:00:00","perl","679"
"2014-09-01 00:00:00","ruby","2280"
"2014-09-01 00:00:00","php","13421"
"2014-09-01 00:00:00","swift","1906"
"2014-09-01 00:00:00","r","2369"
"2014-10-01 00:00:00","c#","12574"
"2014-10-01 00:00:00","javascript","18941"
"2014-10-01 00:00:00","java","17927"
"2014-10-01 00:00:00","go","383"
"2014-10-01 00:00:00","c++","6845"
"2014-10-01 00:00:00","php","13664"
"2014-10-01 00:00:00","assembly","391"
"2014-10-01 00:00:00","c","3807"
"2014-10-01 00:00:00","ruby","2344"
"2014-10-01 00:00:00","perl","639"
"2014-10-01 00:00:00","python","9586"
"2014-10-01 00:00:00","delphi","410"
"2014-10-01 00:00:00","swift","2467"
"2014-10-01 00:00:00","r","2780"
"2014-11-01 00:00:00","java","17881"
"2014-11-01 00:00:00","delphi","429"
"2014-11-01 00:00:00","assembly","387"
"2014-11-01 00:00:00","c#","11884"
"2014-11-01 00:00:00","c++","6573"
"2014-11-01 00:00:00","python","9580"
"2014-11-01 00:00:00","c","3676"
"2014-11-01 00:00:00","ruby","2116"
"2014-11-01 00:00:00","javascript","18004"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","swift","2564"
"2014-11-01 00:00:00","go","336"
"2014-11-01 00:00:00","php","13100"
"2014-11-01 00:00:00","r","2708"
"2014-12-01 00:00:00","c++","6086"
"2014-12-01 00:00:00","assembly","328"
"2014-12-01 00:00:00","c#","11099"
"2014-12-01 00:00:00","go","350"
"2014-12-01 00:00:00","php","12414"
"2014-12-01 00:00:00","delphi","314"
"2014-12-01 00:00:00","python","9053"
"2014-12-01 00:00:00","c","3157"
"2014-12-01 00:00:00","javascript","17024"
"2014-12-01 00:00:00","perl","567"
"2014-12-01 00:00:00","ruby","2147"
"2014-12-01 00:00:00","java","16409"
"2014-12-01 00:00:00","swift","2494"
"2014-12-01 00:00:00","r","2361"
"2015-01-01 00:00:00","javascript","18554"
"2015-01-01 00:00:00","c","3213"
"2015-01-01 00:00:00","c#","11768"
"2015-01-01 00:00:00","assembly","334"
"2015-01-01 00:00:00","java","16559"
"2015-01-01 00:00:00","c++","6136"
"2015-01-01 00:00:00","delphi","380"
"2015-01-01 00:00:00","php","13680"
"2015-01-01 00:00:00","go","469"
"2015-01-01 00:00:00","perl","590"
"2015-01-01 00:00:00","python","9691"
"2015-01-01 00:00:00","r","2691"
"2015-01-01 00:00:00","ruby","2432"
"2015-01-01 00:00:00","swift","3058"
"2015-02-01 00:00:00","delphi","416"
"2015-02-01 00:00:00","java","16778"
"2015-02-01 00:00:00","assembly","359"
"2015-02-01 00:00:00","php","13574"
"2015-02-01 00:00:00","c","3368"
"2015-02-01 00:00:00","c++","6481"
"2015-02-01 00:00:00","perl","566"
"2015-02-01 00:00:00","c#","11807"
"2015-02-01 00:00:00","python","10212"
"2015-02-01 00:00:00","javascript","18700"
"2015-02-01 00:00:00","r","2977"
"2015-02-01 00:00:00","go","384"
"2015-02-01 00:00:00","ruby","2258"
"2015-02-01 00:00:00","swift","3243"
"2015-03-01 00:00:00","assembly","387"
"2015-03-01 00:00:00","javascript","20575"
"2015-03-01 00:00:00","c","3919"
"2015-03-01 00:00:00","delphi","411"
"2015-03-01 00:00:00","perl","641"
"2015-03-01 00:00:00","c#","13283"
"2015-03-01 00:00:00","java","19801"
"2015-03-01 00:00:00","go","469"
"2015-03-01 00:00:00","php","14983"
"2015-03-01 00:00:00","python","11623"
"2015-03-01 00:00:00","r","3568"
"2015-03-01 00:00:00","c++","7398"
"2015-03-01 00:00:00","ruby","2465"
"2015-03-01 00:00:00","swift","3603"
"2015-04-01 00:00:00","php","15038"
"2015-04-01 00:00:00","java","19846"
"2015-04-01 00:00:00","c++","7152"
"2015-04-01 00:00:00","c","3952"
"2015-04-01 00:00:00","javascript","20943"
"2015-04-01 00:00:00","assembly","442"
"2015-04-01 00:00:00","c#","13107"
"2015-04-01 00:00:00","go","390"
"2015-04-01 00:00:00","python","11464"
"2015-04-01 00:00:00","perl","577"
"2015-04-01 00:00:00","ruby","2506"
"2015-04-01 00:00:00","delphi","391"
"2015-04-01 00:00:00","swift","4027"
"2015-04-01 00:00:00","r","3329"
"2015-05-01 00:00:00","java","18571"
"2015-05-01 00:00:00","delphi","400"
"2015-05-01 00:00:00","c++","6825"
"2015-05-01 00:00:00","javascript","22188"
"2015-05-01 00:00:00","assembly","369"
"2015-05-01 00:00:00","c#","13373"
"2015-05-01 00:00:00","python","11230"
"2015-05-01 00:00:00","c","3525"
"2015-05-01 00:00:00","r","3429"
"2015-05-01 00:00:00","php","14636"
"2015-05-01 00:00:00","ruby","2505"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","perl","530"
"2015-05-01 00:00:00","swift","3813"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","javascript","22650"
"2015-06-01 00:00:00","perl","579"
"2015-06-01 00:00:00","java","17884"
"2015-06-01 00:00:00","assembly","266"
"2015-06-01 00:00:00","c#","13547"
"2015-06-01 00:00:00","r","3433"
"2015-06-01 00:00:00","c","3172"
"2015-06-01 00:00:00","python","11827"
"2015-06-01 00:00:00","php","14435"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","c++","6524"
"2015-06-01 00:00:00","ruby","2578"
"2015-06-01 00:00:00","swift","4336"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","java","18728"
"2015-07-01 00:00:00","go","468"
"2015-07-01 00:00:00","assembly","260"
"2015-07-01 00:00:00","c#","14140"
"2015-07-01 00:00:00","c++","6712"
"2015-07-01 00:00:00","ruby","2585"
"2015-07-01 00:00:00","c","2816"
"2015-07-01 00:00:00","php","15438"
"2015-07-01 00:00:00","javascript","24011"
"2015-07-01 00:00:00","perl","578"
"2015-07-01 00:00:00","swift","5156"
"2015-07-01 00:00:00","python","12323"
"2015-07-01 00:00:00","r","3984"
"2015-08-01 00:00:00","c#","13241"
"2015-08-01 00:00:00","assembly","218"
"2015-08-01 00:00:00","python","11236"
"2015-08-01 00:00:00","c++","5880"
"2015-08-01 00:00:00","java","17114"
"2015-08-01 00:00:00","go","448"
"2015-08-01 00:00:00","c","2577"
"2015-08-01 00:00:00","delphi","387"
"2015-08-01 00:00:00","javascript","22188"
"2015-08-01 00:00:00","r","3494"
"2015-08-01 00:00:00","ruby","2317"
"2015-08-01 00:00:00","perl","553"
"2015-08-01 00:00:00","swift","5095"
"2015-08-01 00:00:00","php","14296"
"2015-09-01 00:00:00","c","3088"
"2015-09-01 00:00:00","delphi","358"
"2015-09-01 00:00:00","perl","465"
"2015-09-01 00:00:00","javascript","21421"
"2015-09-01 00:00:00","java","16971"
"2015-09-01 00:00:00","go","425"
"2015-09-01 00:00:00","assembly","256"
"2015-09-01 00:00:00","c#","12927"
"2015-09-01 00:00:00","r","3331"
"2015-09-01 00:00:00","python","10980"
"2015-09-01 00:00:00","php","13555"
"2015-09-01 00:00:00","c++","5918"
"2015-09-01 00:00:00","ruby","2164"
"2015-09-01 00:00:00","swift","4561"
"2015-10-01 00:00:00","delphi","422"
"2015-10-01 00:00:00","java","18576"
"2015-10-01 00:00:00","c","3678"
"2015-10-01 00:00:00","c#","12804"
"2015-10-01 00:00:00","assembly","432"
"2015-10-01 00:00:00","c++","7056"
"2015-10-01 00:00:00","go","429"
"2015-10-01 00:00:00","python","12501"
"2015-10-01 00:00:00","perl","499"
"2015-10-01 00:00:00","javascript","21847"
"2015-10-01 00:00:00","r","3686"
"2015-10-01 00:00:00","ruby","2194"
"2015-10-01 00:00:00","php","13957"
"2015-10-01 00:00:00","swift","4314"
"2015-11-01 00:00:00","java","17802"
"2015-11-01 00:00:00","javascript","21300"
"2015-11-01 00:00:00","python","12308"
"2015-11-01 00:00:00","delphi","391"
"2015-11-01 00:00:00","assembly","402"
"2015-11-01 00:00:00","c","3619"
"2015-11-01 00:00:00","c++","7094"
"2015-11-01 00:00:00","c#","12398"
"2015-11-01 00:00:00","perl","464"
"2015-11-01 00:00:00","php","13373"
"2015-11-01 00:00:00","ruby","1959"
"2015-11-01 00:00:00","go","435"
"2015-11-01 00:00:00","r","3541"
"2015-11-01 00:00:00","swift","4327"
"2015-12-01 00:00:00","java","16578"
"2015-12-01 00:00:00","c#","12156"
"2015-12-01 00:00:00","c++","6566"
"2015-12-01 00:00:00","assembly","352"
"2015-12-01 00:00:00","javascript","21106"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","c","3091"
"2015-12-01 00:00:00","php","13808"
"2015-12-01 00:00:00","perl","478"
"2015-12-01 00:00:00","go","426"
"2015-12-01 00:00:00","r","3181"
"2015-12-01 00:00:00","python","11662"
"2015-12-01 00:00:00","ruby","2030"
"2015-12-01 00:00:00","swift","4383"
"2016-01-01 00:00:00","assembly","248"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","java","16649"
"2016-01-01 00:00:00","c#","12369"
"2016-01-01 00:00:00","c","3049"
"2016-01-01 00:00:00","go","496"
"2016-01-01 00:00:00","c++","6099"
"2016-01-01 00:00:00","php","14621"
"2016-01-01 00:00:00","perl","446"
"2016-01-01 00:00:00","ruby","2145"
"2016-01-01 00:00:00","javascript","22539"
"2016-01-01 00:00:00","python","12360"
"2016-01-01 00:00:00","swift","4796"
"2016-01-01 00:00:00","r","3537"
"2016-02-01 00:00:00","c#","12746"
"2016-02-01 00:00:00","assembly","350"
"2016-02-01 00:00:00","python","13267"
"2016-02-01 00:00:00","c++","6563"
"2016-02-01 00:00:00","java","17865"
"2016-02-01 00:00:00","go","542"
"2016-02-01 00:00:00","c","3278"
"2016-02-01 00:00:00","delphi","356"
"2016-02-01 00:00:00","javascript","22496"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","ruby","2250"
"2016-02-01 00:00:00","php","14959"
"2016-02-01 00:00:00","swift","4764"
"2016-02-01 00:00:00","r","3599"
"2016-03-01 00:00:00","delphi","340"
"2016-03-01 00:00:00","java","19934"
"2016-03-01 00:00:00","go","595"
"2016-03-01 00:00:00","c#","13622"
"2016-03-01 00:00:00","assembly","435"
"2016-03-01 00:00:00","c","3452"
"2016-03-01 00:00:00","r","4046"
"2016-03-01 00:00:00","python","14080"
"2016-03-01 00:00:00","perl","469"
"2016-03-01 00:00:00","javascript","24116"
"2016-03-01 00:00:00","php","15175"
"2016-03-01 00:00:00","c++","7031"
"2016-03-01 00:00:00","ruby","2262"
"2016-03-01 00:00:00","swift","5085"
"2016-04-01 00:00:00","assembly","412"
"2016-04-01 00:00:00","c#","13728"
"2016-04-01 00:00:00","python","13680"
"2016-04-01 00:00:00","c","3362"
"2016-04-01 00:00:00","java","19511"
"2016-04-01 00:00:00","delphi","323"
"2016-04-01 00:00:00","c++","6901"
"2016-04-01 00:00:00","go","603"
"2016-04-01 00:00:00","perl","493"
"2016-04-01 00:00:00","javascript","23474"
"2016-04-01 00:00:00","ruby","2214"
"2016-04-01 00:00:00","php","14503"
"2016-04-01 00:00:00","r","4129"
"2016-04-01 00:00:00","swift","4770"
"2016-05-01 00:00:00","javascript","23021"
"2016-05-01 00:00:00","c#","13507"
"2016-05-01 00:00:00","c","2724"
"2016-05-01 00:00:00","python","13117"
"2016-05-01 00:00:00","assembly","323"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","java","17050"
"2016-05-01 00:00:00","ruby","2128"
"2016-05-01 00:00:00","c++","6141"
"2016-05-01 00:00:00","php","14485"
"2016-05-01 00:00:00","r","3801"
"2016-05-01 00:00:00","go","580"
"2016-05-01 00:00:00","perl","486"
"2016-05-01 00:00:00","swift","4440"
"2016-06-01 00:00:00","java","15930"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","r","3865"
"2016-06-01 00:00:00","php","13677"
"2016-06-01 00:00:00","c","2303"
"2016-06-01 00:00:00","c#","13073"
"2016-06-01 00:00:00","assembly","289"
"2016-06-01 00:00:00","c++","5724"
"2016-06-01 00:00:00","javascript","22168"
"2016-06-01 00:00:00","go","548"
"2016-06-01 00:00:00","perl","440"
"2016-06-01 00:00:00","ruby","2113"
"2016-06-01 00:00:00","python","12918"
"2016-06-01 00:00:00","swift","4807"
"2016-07-01 00:00:00","c++","5475"
"2016-07-01 00:00:00","assembly","201"
"2016-07-01 00:00:00","c#","12013"
"2016-07-01 00:00:00","java","14960"
"2016-07-01 00:00:00","javascript","22216"
"2016-07-01 00:00:00","delphi","243"
"2016-07-01 00:00:00","go","538"
"2016-07-01 00:00:00","c","2351"
"2016-07-01 00:00:00","ruby","1903"
"2016-07-01 00:00:00","php","12953"
"2016-07-01 00:00:00","swift","4946"
"2016-07-01 00:00:00","perl","423"
"2016-07-01 00:00:00","python","12847"
"2016-07-01 00:00:00","r","3745"
"2016-08-01 00:00:00","python","12929"
"2016-08-01 00:00:00","java","15192"
"2016-08-01 00:00:00","assembly","258"
"2016-08-01 00:00:00","javascript","22684"
"2016-08-01 00:00:00","c","2217"
"2016-08-01 00:00:00","c#","12727"
"2016-08-01 00:00:00","perl","461"
"2016-08-01 00:00:00","ruby","1881"
"2016-08-01 00:00:00","delphi","338"
"2016-08-01 00:00:00","c++","5019"
"2016-08-01 00:00:00","php","12914"
"2016-08-01 00:00:00","swift","4912"
"2016-08-01 00:00:00","go","575"
"2016-08-01 00:00:00","r","3787"
"2016-09-01 00:00:00","delphi","288"
"2016-09-01 00:00:00","java","14696"
"2016-09-01 00:00:00","assembly","335"
"2016-09-01 00:00:00","c#","11110"
"2016-09-01 00:00:00","go","512"
"2016-09-01 00:00:00","c","2512"
"2016-09-01 00:00:00","php","12174"
"2016-09-01 00:00:00","python","12350"
"2016-09-01 00:00:00","perl","464"
"2016-09-01 00:00:00","javascript","20469"
"2016-09-01 00:00:00","r","3300"
"2016-09-01 00:00:00","c++","5145"
"2016-09-01 00:00:00","ruby","1927"
"2016-09-01 00:00:00","swift","4877"
"2016-10-01 00:00:00","php","12288"
"2016-10-01 00:00:00","assembly","398"
"2016-10-01 00:00:00","go","533"
"2016-10-01 00:00:00","c#","11459"
"2016-10-01 00:00:00","c++","5978"
"2016-10-01 00:00:00","delphi","268"
"2016-10-01 00:00:00","c","3213"
"2016-10-01 00:00:00","python","13510"
"2016-10-01 00:00:00","javascript","20451"
"2016-10-01 00:00:00","java","15349"
"2016-10-01 00:00:00","ruby","1821"
"2016-10-01 00:00:00","perl","406"
"2016-10-01 00:00:00","swift","4734"
"2016-10-01 00:00:00","r","3788"
"2016-11-01 00:00:00","c","3268"
"2016-11-01 00:00:00","c#","11663"
"2016-11-01 00:00:00","javascript","20530"
"2016-11-01 00:00:00","python","14191"
"2016-11-01 00:00:00","assembly","412"
"2016-11-01 00:00:00","delphi","273"
